idx,HIP,RA_deg,Dec_deg,x,y,z,Vmag,Hpmag
0,32349,101.28715541,-16.71611582,-0.187455230,0.939217529,-0.287629919,-1.4402,-1.4400
1,24608,79.17232940,45.99799111,0.130500259,0.682315890,0.719315444,-0.8123,0.0800
2,30438,95.98795780,-52.69566046,-0.063222653,0.602741950,-0.795427581,-0.6777,-0.6200
3,27989,88.79293860,7.40706274,0.020889851,0.991435225,0.128917837,-0.4423,0.4500
4,69673,213.91530002,19.18241032,-0.783787055,-0.526986905,0.328576710,-0.3621,-0.0500
5,71683,219.90206517,-60.83397593,-0.373860484,-0.312618782,-0.873211221,-0.1672,-0.0100
6,91262,279.23473510,38.78369180,0.125096463,-0.769413097,0.626381962,0.0300,0.0300
7,80763,247.35192046,-26.43200249,-0.344815948,-0.826411780,-0.445135409,0.1677,1.0600
8,24436,78.63446812,-8.20164055,0.195052013,0.970362620,-0.142657274,0.1802,0.1800
9,37279,114.82549300,5.22499307,-0.418111346,0.903819510,0.091066988,0.3008,0.4000
10,21421,68.98016110,16.50930139,0.343903643,0.894973256,0.284170996,0.3665,0.8700
11,7588,24.42852736,-57.23675749,0.492722252,0.223804598,-0.840913958,0.4591,0.4500
12,61084,187.79149709,-57.11321169,-0.537968015,-0.073611118,-0.839745091,0.4686,1.5900
13,68702,210.95585201,-60.37303931,-0.423937532,-0.254282984,-0.869262408,0.6267,0.6100
14,112122,340.66687781,-46.88457690,0.644929220,-0.226269636,-0.729978324,0.6501,2.0700
15,97649,297.69582915,8.86832199,0.459221293,-0.874842399,0.154164134,0.7403,0.7600
16,60718,186.64956584,-63.09909166,-0.449405207,-0.052391975,-0.891790357,0.7712,0.7700
17,37826,116.32895983,28.02619863,-0.391513425,0.791160220,0.469875243,0.9101,1.1600
18,65474,201.29824701,-11.16132203,-0.914080171,-0.356352749,-0.193572105,0.9987,0.9800
19,71681,219.89616896,-60.83715723,-0.373855455,-0.312549209,-0.873238279,1.1340,1.3500
20,113368,344.41269372,-29.62223616,0.837332042,-0.233587349,-0.494279275,1.1606,1.1700
21,102098,310.35797809,45.28033800,0.455649045,-0.536182063,0.710558050,1.2322,1.2500
22,62434,191.93026305,-59.68876362,-0.493795449,-0.104331453,-0.863296590,1.2667,1.2500
23,49669,152.09296110,11.96720706,-0.864502011,0.457866242,0.207351819,1.3608,1.3600
24,5447,17.43301493,35.62055770,0.775553979,0.243534750,0.582414673,1.4749,2.0700
25,33579,104.65645182,-28.97208374,-0.221358373,0.846388310,-0.484383421,1.5262,1.5000
26,113881,345.94357301,28.08278909,0.855850554,-0.214282999,0.470746880,1.5273,2.4400
27,41037,125.62848160,-59.50948307,-0.295571767,0.412416991,-0.861713152,1.5279,1.8600
28,36850,113.64942834,31.88827629,-0.340599376,0.777771540,0.528264609,1.5724,1.5800
29,82273,252.16622864,-69.02771504,-0.109614183,-0.340718096,-0.933753667,1.6208,1.9100
30,85927,263.40216661,-37.10382115,-0.091637441,-0.792261655,-0.603261179,1.6212,1.6200
31,25428,81.57297249,28.60745001,0.128658993,0.868442090,0.478806016,1.6489,1.6500
32,25336,81.28276276,6.34970223,0.150628448,0.982384591,0.110596499,1.6567,1.6400
33,46390,141.89684698,-8.65860253,-0.777932689,0.610046278,-0.150546572,1.6579,1.9900
34,45238,138.29989785,-69.71720774,-0.258824670,0.230605197,-0.937993088,1.6582,1.6700
35,72607,222.67636006,74.15550491,-0.200728206,-0.185073374,0.962006254,1.6674,2.0700
36,44816,136.99899358,-43.43258935,-0.531088470,0.495265451,-0.687500669,1.6783,2.2300
37,9884,31.79336293,23.46242313,0.779680739,0.483297510,0.398147538,1.6979,2.0100
38,54061,165.93195289,61.75103320,-0.459108325,0.115047887,0.880899273,1.6991,1.8100
39,15863,51.08070979,49.86117959,0.404980088,0.501551706,0.764484803,1.7072,1.7900
40,26311,84.05338934,-1.20191983,0.103578908,0.994400030,-0.020975920,1.7114,1.6900
41,109268,332.05827280,-46.96097543,0.602934058,-0.319799570,-0.730889018,1.7254,1.7300
42,87833,269.15154113,51.48889499,-0.009220355,-0.622598039,0.782487487,1.7365,2.2400
43,34444,107.09785107,-26.39319967,-0.263358781,0.856175356,-0.444528866,1.7420,1.8300
44,62956,193.50728928,55.95982116,-0.544290898,-0.130745922,0.828645233,1.7431,1.7600
45,39953,122.38312600,-47.33658771,-0.362956055,0.572299706,-0.735347502,1.7508,1.7500
46,50583,154.99314356,19.84148874,-0.852457463,0.397631643,0.339419137,1.7601,2.0100
47,26727,85.18969642,-1.94257224,0.083808850,0.995905124,-0.033897786,1.7614,1.7400
48,90185,276.04299301,-34.38461611,0.086879536,-0.820679312,-0.564745440,1.7864,1.7900
49,3419,10.89737940,-17.98660460,0.933977375,0.179811392,-0.308794635,1.7901,2.0400
50,21479,69.18996817,-62.07715439,0.166366901,0.437733066,-0.883578982,1.8030,5.5900
51,68933,211.67061860,-36.36995446,-0.685294133,-0.422760969,-0.592996724,1.8101,2.0600
52,86228,264.32971086,-42.99782386,-0.072263046,-0.727800919,-0.681970582,1.8252,1.8600
53,14135,45.56988401,4.08973396,0.698256193,0.712286409,0.071318726,1.8463,2.5400
54,67301,206.88515682,49.31326506,-0.581459591,-0.294801907,0.758285289,1.8591,1.8500
55,84345,258.66191003,14.39033281,-0.190429768,-0.949721592,0.248526460,1.8673,2.7800
56,11767,37.95451568,89.26410952,0.010126979,0.007899124,0.999917521,1.8820,1.9700
57,28360,89.88217889,44.94743278,0.001455403,0.707753737,0.706457734,1.8924,1.9000
58,31681,99.42792124,16.39925217,-0.157142676,0.946359631,0.282328936,1.9182,1.9300
59,42913,131.17594322,-54.70882109,-0.380363409,0.434853887,-0.816226546,1.9300,1.9300
60,100751,306.41190763,-56.73509010,0.325588436,-0.441425312,-0.836143447,1.9412,1.9400
61,3179,10.12683548,56.53733109,0.542803354,0.096950324,0.834245260,1.9508,2.2400
62,66666,204.99919734,-49.94995564,-0.583173408,-0.271928280,-0.765482715,1.9530,5.7400
63,82396,252.54088741,-34.29323173,-0.247870220,-0.788104514,-0.563428459,1.9779,2.2900
64,30324,95.67493869,-17.95591772,-0.094068231,0.946631616,-0.308285178,2.0062,1.9800
65,107315,326.04649214,9.87501126,0.817201492,-0.550245093,0.171499443,2.0107,2.3800
66,30343,95.74011257,22.51358585,-0.092393990,0.919156697,0.382902490,2.0163,2.8700
67,92855,283.81635716,-26.29672225,0.214096599,-0.870572232,-0.443019904,2.0591,2.0500
68,86032,263.73362733,12.56003477,-0.106538804,-0.970236858,0.217462462,2.0595,2.0800
69,677,2.09691071,29.09043199,0.873268265,0.031974145,0.486189460,2.0702,2.0700
70,14576,47.04221485,40.95564770,0.514649805,0.552710236,0.655474617,2.0844,2.0900
71,27366,86.93912023,-9.66960478,0.052638396,0.984386343,-0.167966443,2.0914,2.0700
72,9640,30.97480447,42.32972473,0.633855595,0.380479598,0.673396139,2.0944,2.1000
73,79593,243.58641439,-3.69432297,-0.443923162,-0.893745243,-0.064433432,2.1062,2.7300
74,57632,177.26490656,14.57206032,-0.966729454,0.046183256,0.251597435,2.1306,2.1400
75,100453,305.55709120,40.25667924,0.443786468,-0.620856179,0.646212949,2.1420,2.2300
76,2081,6.57104570,-42.30598151,0.734702450,0.084631745,-0.673089725,2.1501,2.4000
77,4427,14.17721554,60.71674038,0.474230187,0.119798047,0.872212220,2.1512,2.1500
78,45556,139.27252781,-59.27522929,-0.387182118,0.333352287,-0.859631468,2.1523,2.2100
79,61932,190.37932752,-48.95988845,-0.645843185,-0.118293550,-0.754250102,2.1882,2.2000
80,746,2.29452116,59.14977962,0.512384411,0.020530409,0.858510756,2.1969,2.2800
81,76267,233.67195049,26.71469302,-0.529171772,-0.719641409,0.449548081,2.2200,2.2200
82,65378,200.98142880,54.92536175,-0.536542220,-0.205759752,0.818404161,2.2224,2.2300
83,102488,311.55284472,33.97025610,0.550101839,-0.620622663,0.558762451,2.2301,2.4800
84,39429,120.89602782,-40.00314770,-0.393331718,0.657312821,-0.642829693,2.2314,2.2100
85,35264,109.28565178,-37.09746988,-0.263433248,0.752851604,-0.603172767,2.2689,2.7100
86,25930,83.00166968,-0.29909204,0.121838759,0.992536179,-0.005220117,2.2762,2.2500
87,78401,240.08335942,-22.62170993,-0.460368740,-0.800067974,-0.384645108,2.2912,2.2900
88,23015,74.24841152,33.16609031,0.227241943,0.805653655,0.547067901,2.2943,2.6900
89,66657,204.97191001,-53.46639378,-0.539643026,-0.251317654,-0.803507835,2.3067,2.2900
90,71860,220.48231508,-47.38820014,-0.514951481,-0.439535298,-0.735957671,2.3167,2.3000
91,77070,236.06697851,6.42562699,-0.554716600,-0.824478552,0.111913409,2.3179,2.6300
92,97278,296.56491454,10.61326120,0.439560903,-0.879127047,0.184178848,2.3243,2.7200
93,72105,221.24674043,27.07422244,-0.669484845,-0.587055075,0.455144351,2.3331,2.3500
94,53910,165.46031999,56.38242679,-0.535915895,0.138993315,0.832751471,2.3400,2.3400
95,18543,59.50735988,-13.50851533,0.493389801,0.837855760,-0.233589875,2.3462,2.9700
96,71352,218.87676586,-42.15782447,-0.577099473,-0.465274310,-0.671175100,2.3487,2.3300
97,89931,275.24850731,-29.82810326,0.079357123,-0.863884338,-0.497399535,2.3879,2.7200
98,73714,226.01756480,-25.28196464,-0.627922496,-0.650631824,-0.427073258,2.3963,3.2500
99,85258,261.32495294,-55.52988403,-0.085366381,-0.559501360,-0.824421500,2.3989,2.8400
100,89642,274.40681271,-36.76168598,0.061557027,-0.798763315,-0.598488011,2.4063,3.1000
101,86670,265.62197877,-39.02998302,-0.059299495,-0.774549864,-0.629726987,2.4067,2.3900
102,58001,178.45769772,53.69476008,-0.591872384,0.015936020,0.805874137,2.4100,2.4100
103,84012,257.59453052,-15.72491023,-0.206788388,-0.940099613,-0.271018966,2.4224,2.4300
104,105199,319.64488119,62.58557261,0.350863645,-0.298134773,0.887699476,2.4303,2.4500
105,35904,111.02376056,-29.30310360,-0.312849766,0.813992385,-0.489429689,2.4474,2.4500
106,86742,265.86813797,4.56730281,-0.071823305,-0.994233606,0.079630076,2.4479,2.7600
107,29655,93.71940501,22.50679887,-0.059929378,0.921888249,0.382793060,2.4563,3.3100
108,61359,188.59681092,-23.39675917,-0.907465590,-0.137189603,-0.397095979,2.4581,2.6500
109,50801,155.58225241,41.49951638,-0.681970961,0.309610495,0.662613726,2.4649,3.0600
110,14354,46.29413912,38.84027386,0.538184062,0.563062128,0.627151462,2.4663,3.3200
111,45941,140.52840967,-55.01066799,-0.442648784,0.364523019,-0.819258825,2.4712,2.4700
112,52727,161.69240913,-49.42025537,-0.617579673,0.204335722,-0.759501324,2.4822,2.6900
113,107956,328.07576427,21.27316244,0.790915472,-0.492765816,0.362814783,2.4830,6.2700
114,113963,346.19022409,15.20526442,0.937097912,-0.230342866,0.262277845,2.4864,2.4900
115,80331,245.99785870,61.51421312,-0.194005559,-0.435699797,0.878935452,2.5033,2.7300
116,25985,83.18256633,-17.82228853,0.113009440,0.945279151,-0.306065668,2.5223,2.5800
117,63090,193.90086578,3.39747026,-0.969006771,-0.239820471,0.059262299,2.5363,3.3900
118,110130,334.62539235,-60.25958759,0.448212895,-0.212583755,-0.868281837,2.5379,2.8700
119,90496,276.99266896,-25.42170011,0.109954372,-0.896454737,-0.429277230,2.5435,2.8200
120,45860,140.26375544,34.39256184,-0.634564819,0.527504317,0.564859882,2.5449,3.1400
121,67927,208.67116138,18.39771704,-0.832543236,-0.455259611,0.315611229,2.5474,2.6800
122,54872,168.52708898,20.52371682,-0.917814260,0.186279568,0.350595074,2.5506,2.5600
123,68002,208.88494064,-47.28837511,-0.593921403,-0.327658584,-0.734776986,2.5512,2.5500
124,80816,247.55499986,21.48961328,-0.355255437,-0.859996532,0.366332552,2.5533,2.7800
125,81377,249.28974079,-10.56708997,-0.347644861,-0.919517458,-0.183386734,2.5622,2.5400
126,17678,56.80975498,-74.23896234,0.148693630,0.227312142,-0.962402927,2.5663,3.2600
127,78820,241.35929462,-19.80545336,-0.450963275,-0.825728811,-0.338827471,2.5733,2.5600
128,59803,183.95154258,-17.54192947,-0.951229879,-0.065708092,-0.301403656,2.5764,2.5800
129,93506,285.65297476,-29.88010539,0.233944298,-0.834913215,-0.498186700,2.5803,2.6000
130,59196,182.08958257,-50.72242559,-0.632656971,-0.023083295,-0.774088056,2.5812,2.5800
131,85670,262.60817511,52.30138713,-0.078672997,-0.606425966,0.791238338,2.5981,2.7900
132,74785,229.25172845,-9.38291740,-0.644003810,-0.747448809,-0.163031811,2.6044,2.6100
133,83081,254.65504861,-55.99014085,-0.148016806,-0.539395295,-0.828941337,2.6165,3.1200
134,25606,82.06134664,-20.75944097,0.129146022,0.926115523,-0.354445121,2.6181,2.8100
135,63608,195.54415463,10.95915037,-0.945854228,-0.263093737,0.190109086,2.6233,2.8500
136,8903,28.66003816,20.80803505,0.820247960,0.448329351,0.355238057,2.6270,2.6400
137,28380,89.93028743,37.21258518,0.000968987,0.796396507,0.604774060,2.6331,2.6500
138,59929,184.39282008,-67.96073570,-0.374139570,-0.028741309,-0.926926922,2.6401,4.0600
139,26634,84.91224946,-34.07410786,0.073455967,0.825050088,-0.560264734,2.6454,2.6500
140,6686,21.45396796,60.23528318,0.462042051,0.181574531,0.868071329,2.6470,2.6600
141,95947,292.68033578,27.95968112,0.340582533,-0.814974297,0.468850119,2.6543,3.0500
142,46701,142.80549519,-57.03437682,-0.433451950,0.328942419,-0.838997194,2.6565,3.1600
143,92862,283.83375551,43.94608850,0.172154352,-0.699108687,0.693981212,2.6601,4.0800
144,2021,6.43780166,-77.25424671,0.219233916,0.024737497,-0.975358676,2.6727,2.8200
145,61941,190.41517626,-1.44937487,-0.983208957,-0.180721825,-0.025293666,2.6759,2.7400
146,14328,46.19912802,53.50644013,0.411646523,0.429247948,0.803923714,2.6833,2.9100
147,32768,102.48403461,-50.61455978,-0.137165696,0.619531381,-0.772894844,2.6901,2.9400
148,61585,189.29590999,-69.13556382,-0.351480730,-0.057531414,-0.934425724,2.6912,2.6900
149,81693,250.32150124,31.60272561,-0.286803779,-0.801960037,0.524026423,2.6957,2.8100
150,73273,224.63302849,-43.13396008,-0.519310643,-0.512700664,-0.683706432,2.6967,2.6800
151,85696,262.69098221,-37.29581099,-0.101206346,-0.789053750,-0.605930240,2.7012,2.7000
152,59316,182.53116941,-22.61976647,-0.922176978,-0.040765757,-0.384613798,2.7079,3.0200
153,54539,167.41586845,44.49848682,-0.696134200,0.155402010,0.700890427,2.7235,3.0000
154,88635,271.45202872,-30.42409129,0.021850676,-0.862023928,-0.506396382,2.7301,2.9800
155,72622,222.71963807,-16.04177818,-0.706073926,-0.651994485,-0.276338203,2.7303,2.7500
156,107516,326.63270295,-2.21275627,0.834539185,-0.549594028,-0.038610283,2.7330,6.5200
157,112158,340.75057261,30.22124520,0.815779051,-0.284873651,0.503340384,2.7381,2.9300
158,65109,200.14924005,-36.71229493,-0.752585412,-0.276140769,-0.597797184,2.7424,2.7500
159,36377,112.30762638,-43.30143257,-0.276240970,0.673289800,-0.685836549,2.7465,3.2500
160,77952,238.78567611,-63.43072662,-0.231798504,-0.382528966,-0.894394233,2.7469,2.8300
161,52419,160.73917189,-64.39445006,-0.407982946,0.142560535,-0.901790668,2.7533,2.7400
162,106278,322.88972517,-5.57117221,0.793708764,-0.600501003,-0.097082149,2.7589,2.9000
163,64962,199.73040326,-23.17151233,-0.865358579,-0.310361388,-0.393484864,2.7633,2.9900
164,84380,258.76180979,36.80916183,-0.156034393,-0.785283765,0.599151631,2.7643,3.1600
165,97365,296.84692668,18.53428610,0.428185139,-0.845940202,0.317872081,2.7673,3.6800
166,67457,207.36133803,-34.45077587,-0.732359564,-0.378992399,-0.565698002,2.7701,4.1900
167,26241,83.85826030,-5.90990135,0.106419774,0.988975812,-0.102964431,2.7702,2.7500
168,39757,121.88603686,-24.30432404,-0.481415443,0.773846555,-0.411583140,2.7713,2.8300
169,23875,76.96243797,-5.08644618,0.224701427,0.970385959,-0.088658672,2.7772,2.7800
170,47908,146.46280429,23.77425466,-0.762794960,0.505595416,0.403134127,2.7781,2.9700
171,23685,76.36526770,-22.37103258,0.217989795,0.898677853,-0.380602899,2.7874,3.1900
172,109074,331.44598220,-0.31985070,0.878353176,-0.477979639,-0.005582419,2.7907,2.9500
173,59747,183.78631548,-58.74892785,-0.517656878,-0.034258551,-0.854902163,2.7912,2.7900
174,9236,29.69247303,-61.56985911,0.413575060,0.235827047,-0.879398245,2.7959,2.8600
175,76297,233.78519974,-41.16675700,-0.444763052,-0.607362397,-0.658252798,2.8012,2.8000
176,112748,342.50080334,24.60157928,0.867146779,-0.273396963,0.416305854,2.8163,3.5100
177,94141,287.44097099,-21.02361486,0.279771300,-0.890519241,-0.358752701,2.8213,2.8800
178,107556,326.76018807,-16.12728595,0.803469415,-0.526573374,-0.277772173,2.8303,2.8500
179,1067,3.30897012,15.18359590,0.963482513,0.055705396,0.261912878,2.8312,2.8300
180,81266,248.97064054,-28.21601625,-0.316205057,-0.822482378,-0.472797103,2.8333,2.8200
181,94376,288.13875006,67.66154129,0.118325303,-0.361189323,0.924954807,2.8433,3.0700
182,27628,87.73997037,-35.76830865,0.031996837,0.810756107,-0.584508971,2.8435,3.1200
183,15474,49.87917471,-21.75786384,0.598493595,0.710209907,-0.370684913,2.8463,3.7000
184,18246,58.53300625,31.88363552,0.443248186,0.724251479,0.528195835,2.8465,2.8400
185,17702,56.87115217,24.10513715,0.498865478,0.764416526,0.408412304,2.8489,2.8500
186,97165,296.24365768,45.13080969,0.311960459,-0.632769800,0.708719304,2.8564,2.8600
187,85792,262.96038867,-49.87614480,-0.078979924,-0.639584027,-0.764653153,2.8587,2.8400
188,52943,162.40620179,-16.19364835,-0.915403879,0.290274164,-0.278884649,2.8601,3.1100
189,101772,309.39179996,-47.29150180,0.430442803,-0.524182579,-0.734814001,2.8601,3.1100
190,48002,146.77550679,-65.07200680,-0.352579829,0.230937101,-0.906838199,2.8623,2.9200
191,74946,229.72742565,-68.67954501,-0.235029545,-0.277406403,-0.931561485,2.8700,2.8700
192,13847,44.56531119,-40.30467242,0.543326251,0.535144009,-0.646851972,2.8772,2.8800
193,83000,254.41707231,9.37503268,-0.265044753,-0.950376852,0.162896036,2.8779,3.1900
194,43813,133.84844309,5.94556331,-0.689026682,0.717295396,0.103583521,2.8833,3.1100
195,36188,111.78767771,8.28931548,-0.367290434,0.918864661,0.144171672,2.8844,2.8900
196,63125,194.00694736,38.31837980,-0.761249187,-0.189898785,0.620030747,2.8898,2.8900
197,87073,266.89617277,-40.12699753,-0.041400623,-0.763496156,-0.644483986,2.9072,2.9900
198,78265,239.71297035,-26.11410529,-0.452849551,-0.775362013,-0.440160236,2.9087,2.8900
199,18532,59.46346140,40.01021467,0.389159557,0.659699440,0.642924170,2.9133,2.9000
200,80112,245.29715015,-25.59279641,-0.376909571,-0.819352827,-0.431972361,2.9167,2.9000
201,104732,318.23410910,30.22691571,0.644462627,-0.575526095,0.503425900,2.9208,3.2100
202,116727,354.83687083,77.63227593,0.213316060,-0.019274881,0.976793088,2.9285,3.2100
203,68895,211.59290444,-26.68236110,-0.761084228,-0.468092225,-0.449043947,2.9379,3.2500
204,3092,9.83198236,30.86102393,0.845806294,0.146582375,0.512957425,2.9379,3.2700
205,60965,187.46606420,-16.51543255,-0.950614973,-0.124578080,-0.284273591,2.9384,2.9400
206,87261,267.46450837,-37.04330355,-0.035310094,-0.797399026,-0.602418452,2.9401,3.1900
207,80704,247.16061566,41.88167726,-0.288986791,-0.686151749,0.667594496,2.9644,4.8300
208,75097,230.18214784,71.83401605,-0.199642182,-0.239466232,0.950157315,2.9652,3.0000
209,23416,75.49222568,43.82330836,0.180738590,0.698473286,0.692436734,2.9723,3.0300
210,75458,231.23239471,58.96606559,-0.322815655,-0.401966885,0.856862110,2.9779,3.2900
211,10064,32.38594522,34.98729693,0.691847965,0.438822045,0.573394808,2.9795,3.0000
212,89962,275.32750318,-2.89882514,0.092729736,-0.994406166,-0.050572461,2.9801,3.2300
213,26451,84.41119070,21.14254914,0.090832899,0.928252358,0.360689541,2.9817,2.9700
214,93747,286.35253418,13.86347817,0.273345012,-0.931595363,0.239609234,2.9900,2.9900
215,50371,154.27073249,-61.33230426,-0.432166338,0.208259568,-0.877416782,2.9943,3.3900
216,108085,328.48218523,-37.36485231,0.677538218,-0.415485783,-0.606888397,2.9964,3.0000
217,111043,337.43930587,-43.74922369,0.667092725,-0.277147121,-0.691503268,2.9986,4.1200
218,34922,108.38466129,-44.63973886,-0.224415806,0.675222277,-0.702646727,3.0001,4.4200
219,82514,252.96763467,-38.04737967,-0.230668490,-0.752961130,-0.616312895,3.0012,3.0000
220,71075,218.01946630,38.30825261,-0.618177697,-0.483311667,0.619892061,3.0014,3.0400
221,79882,244.58037087,-4.69251067,-0.427805795,-0.900160883,-0.081808234,3.0033,3.2300
222,98337,299.68928113,19.49214775,0.466909362,-0.818935200,0.333677669,3.0065,3.5100
223,17358,55.73126161,47.78755139,0.378319846,0.555246685,0.740658635,3.0089,3.0100
224,6867,22.09136277,-43.31823391,0.674141298,0.273622020,-0.686049926,3.0143,3.4100
225,109492,332.71365289,58.20126083,0.468302957,-0.241567879,0.849904289,3.0207,3.3900
226,30122,95.07830229,-30.06336730,-0.076609056,0.862074617,-0.500957490,3.0291,3.0200
227,33977,105.75613571,-23.83329091,-0.248387653,0.880355309,-0.404076853,3.0293,3.0200
228,100345,305.25281519,-14.78136716,0.558084180,-0.789588534,-0.255131329,3.0322,3.0500
229,112961,343.15364976,-7.57959928,0.948722900,-0.287273978,-0.131903450,3.0363,3.7300
230,93864,286.73503690,-27.67042304,0.255014777,-0.848123871,-0.464384930,3.0435,3.3200
231,32246,100.98302496,25.13112417,-0.172483374,0.888755760,0.424691283,3.0506,3.0600
232,62322,191.57002677,-68.10811913,-0.365279973,-0.074782090,-0.927889099,3.0587,3.0400
233,75177,230.45154169,-36.26137639,-0.513413189,-0.621747874,-0.591469761,3.0665,3.5700
234,88048,269.75663119,-9.77363197,-0.004185925,-0.985477236,-0.169755988,3.0701,3.3200
235,46853,143.21430963,51.67730027,-0.496618189,0.371324464,0.784530762,3.0708,3.1700
236,22449,72.46004413,6.96127568,0.299149194,0.946478043,0.121198487,3.0791,3.1900
237,98608,300.43643688,-59.37589340,0.258054741,-0.439203479,-0.860527777,3.0844,4.9500
238,33856,105.42978223,-27.93483037,-0.235056498,0.851637915,-0.468466973,3.0874,3.4900
239,5165,16.52102840,-46.71841361,0.657280371,0.194957742,-0.727993127,3.0933,3.3200
240,44127,134.80189115,48.04182648,-0.471125583,0.474394876,0.743633099,3.1003,3.1200
241,84379,258.75796073,24.83920414,-0.176918900,-0.890077679,0.420073123,3.1003,3.1200
242,19780,63.60618205,-62.47385803,0.205444939,0.413978293,-0.886800062,3.1033,3.3300
243,71908,220.62674748,-64.97513849,-0.321051935,-0.275434874,-0.906124321,3.1159,3.1800
244,56561,173.94535319,-63.01984158,-0.451151164,0.047852988,-0.891163688,3.1236,3.1100
245,40526,124.12883578,9.18554470,-0.553861011,0.817163118,0.159632136,3.1274,3.5300
246,73334,224.79035436,-42.10419383,-0.526537525,-0.522698347,-0.670480927,3.1312,3.1300
247,5364,17.14746490,-10.18226422,0.940499560,0.290188528,-0.176780076,3.1479,3.4600
248,38170,117.32356320,-24.85978574,-0.416482318,0.806106129,-0.420399082,3.1562,3.3400
249,55219,169.61973665,33.09430567,-0.824061655,0.150950208,0.546018702,3.1579,3.4900
250,41704,127.56612488,60.71816926,-0.298196426,0.387689896,0.872224418,3.1581,3.3500
251,102422,311.32239591,61.83878197,0.311629079,-0.354440424,0.881623107,3.1623,3.4100
252,31685,99.44029726,-43.19593364,-0.119573255,0.719144163,-0.684495368,3.1664,3.1700
253,92041,281.41411035,-26.99077831,0.176343533,-0.873456226,-0.453847087,3.1664,3.1700
254,104060,316.23276153,43.92785207,0.520106740,-0.498193860,0.693752014,3.1683,3.7200
255,83895,257.19664842,65.71468331,-0.091142099,-0.401054854,0.911508706,3.1689,3.1700
256,74395,228.07122900,-52.09924722,-0.410476123,-0.457021221,-0.789076014,3.1833,3.4100
257,23767,76.62871992,41.23447447,0.173911984,0.731632669,0.659142064,3.1891,3.1800
258,73199,224.39586336,65.93246020,-0.291392018,-0.285310937,0.913065365,3.2101,4.6300
259,37819,116.31373311,-37.96858397,-0.349463768,0.706659731,-0.615229306,3.2174,3.6200
260,82729,253.64585529,-42.36131277,-0.208057684,-0.709013885,-0.673803614,3.2174,3.6200
261,43109,131.69379420,6.41880927,-0.660979840,0.742029307,0.111795164,3.2183,3.3800
262,32607,102.04771794,-61.94139161,-0.098179506,0.460014073,-0.882466904,3.2203,3.2400
263,75141,230.34300711,-40.64751791,-0.484214835,-0.584131172,-0.651403691,3.2212,3.2200
264,110256,335.00699235,-80.43974699,0.150532427,-0.070172059,-0.986111490,3.2244,5.0900
265,56211,172.85091870,69.33107594,-0.350223351,0.043927323,0.935635610,3.2249,3.8200
266,93085,284.43250651,-21.10665430,0.232518328,-0.903470809,-0.360105158,3.2308,3.5200
267,74666,228.87567917,33.31483347,-0.549612869,-0.629493457,0.549239184,3.2333,3.4600
268,99473,302.82618951,-0.82146099,0.542036657,-0.840232540,-0.014336708,3.2364,3.2400
269,84143,258.03830643,-43.23918896,-0.150987271,-0.712681870,-0.685045543,3.2369,3.3200
270,71053,217.95745802,30.37143717,-0.680262956,-0.530666735,0.505603725,3.2379,3.5700
271,93194,284.73592771,32.68955742,0.214075449,-0.813927392,0.540086940,3.2464,3.2500
272,106032,322.16498797,70.56071603,0.262845023,-0.204140880,0.942994695,3.2467,3.2300
273,86974,266.61469537,27.72067625,-0.052272886,-0.883681108,0.465161526,3.2472,3.4200
274,1562,4.85697730,-8.82392145,0.984616076,0.083666652,-0.153398416,3.2479,3.5600
275,112724,342.42006922,66.20040770,0.384692121,-0.121883238,0.914962539,3.2501,3.5000
276,32362,101.32235265,12.89559111,-0.191376964,0.955807370,0.223175108,3.2508,3.3500
277,81833,250.72402184,38.92225448,-0.256832051,-0.734384111,0.628265291,3.2533,3.4800
278,7607,24.49815047,48.62821317,0.601440853,0.274068941,0.750436617,3.2579,3.5900
279,60260,185.34003858,-60.40114671,-0.491780786,-0.045967763,-0.869504815,3.2579,3.5900
280,80047,245.08668995,-78.69574502,-0.082572306,-0.177778654,-0.980600104,3.2601,4.6800
281,113136,343.66255214,-15.82082024,0.923270208,-0.270638267,-0.272629882,3.2606,3.2700
282,73555,225.48650975,40.39056569,-0.533971940,-0.543117942,0.647994498,3.2633,3.4900
283,82363,252.44648470,-59.04137792,-0.155146921,-0.490465339,-0.857539028,3.2665,3.7700
284,76470,234.25604093,-28.13507945,-0.515138286,-0.715731356,-0.471551877,3.2679,3.6000
285,8837,28.41142371,-46.30266861,0.607638580,0.328705543,-0.722999324,3.2686,4.3900
286,84970,260.50241000,-24.99954543,-0.149546885,-0.893887919,-0.422611071,3.2712,3.2700
287,17378,55.81209088,-9.76339465,0.553770391,0.815218382,-0.169579903,3.2723,3.5200
288,24305,78.23292017,-16.20546821,0.195830712,0.940086777,-0.279082754,3.2782,3.2900
289,20889,67.15416474,19.18043155,0.366700481,0.870396196,0.328544091,3.2801,3.5300
290,95501,291.37458540,3.11477530,0.363925336,-0.929841876,0.054336312,3.2862,3.3600
291,50099,153.43424113,-70.03790334,-0.305354149,0.152681789,-0.939918674,3.2864,3.2900
292,23453,75.61952888,41.07583744,0.187223642,0.730221120,0.657057397,3.2943,3.6900
293,63613,195.56776386,-71.54885523,-0.304884861,-0.084940503,-0.948593871,3.2979,3.6100
294,8102,26.01701209,-15.93748011,0.864120910,0.421777581,-0.274588284,3.2999,3.4900
