idx,HIP,RA_deg,Dec_deg,x,y,z,Vmag,Hpmag
10982,128,0.41441548,73.61184660,0.282135721,0.002040699,0.959372332,6.4795,6.5000
10983,16425,52.87623108,40.75993425,0.457151555,0.603941782,0.652891093,6.4795,6.5000
10984,17026,54.75025001,20.91576476,0.539111620,0.762832360,0.356995029,6.4795,6.5000
10985,25911,82.95058675,85.93852841,0.008692228,0.070291300,0.997488636,6.4795,6.5000
10986,47664,145.77902315,54.36370294,-0.481768603,0.327667515,0.812731821,6.4795,6.5000
10987,63204,194.24259219,-54.58734772,-0.561650102,-0.142563657,-0.814999857,6.4798,6.4800
10988,41904,128.16612980,10.06600794,-0.608431752,0.774120043,0.174782616,6.4800,6.4800
10989,65969,202.88820050,-28.11274040,-0.812576559,-0.343048592,-0.471208021,6.4800,6.4800
10990,86098,263.92945147,-37.43987831,-0.083966958,-0.789539330,-0.607928611,6.4800,6.4800
10991,87782,268.97904030,-18.80215434,-0.016867337,-0.946486858,-0.322301289,6.4800,6.4800
10992,91090,278.69789178,10.89200993,0.148500151,-0.970691706,0.188958504,6.4800,6.4800
10993,3145,9.99784227,76.87113516,0.223692643,0.039434362,0.973861660,6.4801,6.7300
10994,15523,50.00764287,1.48362258,0.642469969,0.765873347,0.025891205,6.4801,6.7300
10995,18138,58.16548289,32.40854926,0.445313538,0.717252032,0.535952773,6.4801,6.7300
10996,37072,114.27281553,20.15679544,-0.385904411,0.855765873,0.344590419,6.4801,6.7300
10997,55816,171.57514284,8.65955474,-0.977932294,0.144842022,0.150563002,6.4801,6.7300
10998,65074,200.08326792,-11.30413197,-0.920974689,-0.336723939,-0.196016862,6.4801,6.7300
10999,73896,226.54434888,-24.13150267,-0.627686359,-0.662469612,-0.408832298,6.4801,6.7300
11000,81484,249.63971406,-1.23152028,-0.347841929,-0.937306816,-0.021492429,6.4801,6.7300
11001,83872,257.13197101,35.03397935,-0.182354423,-0.798247787,0.574062135,6.4801,6.7300
11002,104429,317.31429976,-20.19317186,0.689901286,-0.636303856,-0.345186353,6.4801,6.7300
11003,114183,346.85627324,20.58162622,0.911647138,-0.212880489,0.351541452,6.4801,6.7300
11004,34297,106.64985527,-12.39394886,-0.279844720,0.935745671,-0.214632177,6.4802,6.4800
11005,13143,42.26085911,-4.22483283,0.738079590,0.670679644,-0.073670441,6.4804,6.9100
11006,40763,124.80989198,-7.55816398,-0.565895650,0.813917250,-0.131532593,6.4804,6.9100
11007,35946,111.15469862,-71.47065691,-0.114686480,0.296374215,-0.948161028,6.4806,6.4900
11008,71295,218.71137107,-20.43938115,-0.731179924,-0.586023868,-0.349216188,6.4806,6.4900
11009,85317,261.52015409,58.65189529,-0.076714834,-0.514548990,0.854022348,6.4806,6.4900
11010,53556,164.33407941,-69.03805519,-0.344458371,0.096601847,-0.933818244,6.4808,6.4800
11011,84556,259.27308836,-44.77859551,-0.132120057,-0.697429917,-0.704369080,6.4814,6.4600
11012,75971,232.73097168,8.57909199,-0.598782649,-0.786896626,0.149174523,6.4815,6.5700
11013,83274,255.29011560,27.19652757,-0.225851917,-0.860291621,0.457044023,6.4815,6.5700
11014,114863,348.99119882,24.77094499,0.891281110,-0.173389584,0.418991690,6.4815,6.5700
11015,97244,296.46763366,-2.88345291,0.445127915,-0.894052904,-0.050304507,6.4817,6.4700
11016,56769,174.58484224,-63.37274719,-0.446184111,0.042295913,-0.893941159,6.4822,6.4600
11017,12555,40.37607437,0.54601830,0.761774291,0.647772425,0.009529673,6.4822,6.6900
11018,14455,46.63905521,-10.25197520,0.675630345,0.715435293,-0.177977469,6.4822,6.6900
11019,21942,70.74711083,14.81457207,0.318777221,0.912689908,0.255691642,6.4822,6.6900
11020,22744,73.39484280,36.80581623,0.228811329,0.767280079,0.599104880,6.4822,6.6900
11021,118197,359.62951184,-57.28083691,0.540510441,-0.003495118,-0.841330047,6.4822,6.6900
11022,49662,152.07550927,-58.19858254,-0.465618557,0.246787214,-0.849879656,6.4827,6.6300
11023,9870,31.74554945,-65.94575431,0.346621395,0.214458595,-0.913159964,6.4833,6.7100
11024,18762,60.27908291,20.19915836,0.465284595,0.815039213,0.345284413,6.4835,6.7600
11025,53347,163.65477942,-55.61900033,-0.541870408,0.158918344,-0.825300806,6.4835,6.7600
11026,101751,309.33832296,-15.14733638,0.611874844,-0.746545648,-0.261302070,6.4835,6.7600
11027,29040,91.89955198,10.45630720,-0.032596905,0.982853192,0.181485659,6.4840,6.7000
11028,33515,104.49584883,-10.78593019,-0.245887694,0.951061421,-0.187140094,6.4840,6.7000
11029,41645,127.37717415,-0.96004886,-0.606974089,0.794544975,-0.016755230,6.4840,6.7000
11030,27634,87.75456135,65.75406930,0.016089537,0.410338779,0.911791212,6.4841,6.6100
11031,30067,94.91738514,16.01324902,-0.082393154,0.957660082,0.275859630,6.4841,6.6100
11032,90509,277.02676982,-84.38725572,0.011964696,-0.097069668,-0.995205670,6.4844,6.4900
11033,97967,298.65859499,-8.23704770,0.474641958,-0.868440577,-0.143268898,6.4844,6.4900
11034,104252,316.81429595,-16.42262332,0.699392281,-0.656444753,-0.282720221,6.4844,8.3500
11035,2851,9.02773816,38.25197004,0.775567787,0.123222788,0.619120951,6.4849,7.0800
11036,38354,117.83037952,54.73229565,-0.269561258,0.510611992,0.816463179,6.4849,7.0800
11037,6869,22.10150910,17.07925882,0.885658685,0.359655873,0.293694307,6.4857,6.6000
11038,8321,26.82482515,58.02122095,0.472614524,0.238991856,0.848244307,6.4857,6.7600
11039,40823,124.98255575,39.88470003,-0.439934693,0.628699164,0.641244749,6.4857,6.7600
11040,109511,332.76547344,43.03068148,0.649951577,-0.334525001,0.682389897,6.4857,6.7600
11041,93419,285.39543126,25.02593942,0.240555083,-0.873601806,0.423028530,6.4857,6.7400
11042,103261,313.78446227,-1.37302936,0.691748746,-0.721740614,-0.023961590,6.4859,6.5500
11043,18318,58.74424711,-14.90592194,0.501399225,0.826093317,-0.257232674,6.4862,7.1100
11044,51130,156.68314543,-47.65982339,-0.618523702,0.266594114,-0.739158987,6.4862,6.5600
11045,73483,225.25932196,-64.57605254,-0.302192822,-0.304940740,-0.903155935,6.4862,6.5600
11046,113783,345.63906519,31.78159642,0.823499597,-0.210840374,0.526682780,6.4862,6.5600
11047,31841,99.86154294,-43.42729071,-0.124382820,0.715516655,-0.687433510,6.4863,7.1800
11048,32374,101.35529733,-65.04423948,-0.083072544,0.413659340,-0.906633831,6.4863,7.1800
11049,114026,346.37411201,28.98863522,0.850096676,-0.206066655,0.484636127,6.4863,7.1800
11050,100651,306.13485158,53.55193365,0.350329892,-0.479808866,0.804395686,6.4864,6.4900
11051,10633,34.21548440,57.05524579,0.449708700,0.305799416,0.839195330,6.4865,6.4800
11052,6649,21.32963869,16.25705651,0.894257398,0.349189409,0.279947251,6.4865,6.9900
11053,1892,5.97158720,60.96141311,0.482764576,0.050498568,0.874293005,6.4869,6.5700
11054,95055,290.11280385,-1.30975891,0.343779702,-0.938772095,-0.022857614,6.4869,6.5700
11055,25732,82.42342291,-0.80251235,0.131838230,0.991172292,-0.014006025,6.4872,6.4900
11056,92296,282.16455179,-6.00431147,0.209564036,-0.972183658,-0.104603300,6.4872,6.4900
11057,96988,295.70463248,29.33176304,0.378126566,-0.785526431,0.489865825,6.4872,6.5400
11058,27479,87.28039562,-32.50436390,0.040015489,0.842400653,-0.537363843,6.4874,6.8900
11059,11143,35.84722780,-26.99537494,0.722262996,0.521818065,-0.453918574,6.4879,6.8000
11060,48198,147.38813666,-11.78494979,-0.824585182,0.527584819,-0.204238920,6.4879,6.8000
11061,65245,200.56283308,30.29193826,-0.808452983,-0.303279120,0.504406136,6.4879,6.8000
11062,66679,205.03641701,-27.57778905,-0.803097658,-0.375112212,-0.462952460,6.4879,6.8000
11063,96071,293.00282958,7.48784262,0.387444254,-0.912636147,0.130315818,6.4879,6.8000
11064,7166,23.10184358,68.40891786,0.338471115,0.144383037,0.929833772,6.4879,6.8200
11065,8135,26.15326950,-34.40606291,0.740583196,0.363662142,-0.565054312,6.4879,6.8200
11066,34438,107.09120735,-20.85937294,-0.274631031,0.893189814,-0.356075488,6.4879,6.8200
11067,40931,125.29727505,35.32992504,-0.471405195,0.665856577,0.578283806,6.4879,8.0100
11068,66875,205.58915051,0.99703867,-0.901777776,-0.431849577,0.017400729,6.4879,8.0100
11069,102330,310.99720333,17.57152287,0.625412742,-0.719525988,0.301896099,6.4879,8.0100
11070,64543,198.43590536,32.53043761,-0.799836029,-0.266626846,0.537747573,6.4881,6.6800
11071,66809,205.41605502,80.20371177,-0.153678125,-0.073024517,0.985418923,6.4883,7.0400
11072,40001,122.54784283,35.45498692,-0.438242443,0.686636921,0.580063186,6.4883,6.6500
11073,16177,52.09829707,60.25567207,0.304777291,0.391479665,0.868247934,6.4884,6.4900
11074,93209,284.79568105,-39.53471237,0.196953543,-0.745666826,-0.636545588,6.4884,6.4900
11075,100250,304.98350942,46.83731943,0.392206370,-0.560472006,0.729414350,6.4884,6.4900
11076,29166,92.28020041,7.51352614,-0.039444894,0.990629022,0.130760245,6.4886,6.6300
11077,40438,123.85506032,-52.06029949,-0.342519065,0.510586768,-0.788658254,6.4886,6.6300
11078,83163,254.93463459,-18.24834068,-0.246848956,-0.917066654,-0.313136302,6.4886,6.6300
11079,14626,47.22575151,62.38459575,0.314791442,0.340250460,0.886078988,6.4887,6.4700
11080,35933,111.11520001,15.51719525,-0.347113469,0.898855518,0.267527563,6.4887,6.4700
11081,81085,248.42425568,38.09106255,-0.289415720,-0.731885749,0.616913115,6.4888,6.5900
11082,73881,226.51006223,-48.88339118,-0.452573827,-0.477081075,-0.753372802,6.4891,6.4800
11083,30665,96.66336521,13.10117213,-0.113015428,0.967392198,0.226671233,6.4891,6.6000
11084,58287,179.31076123,40.34374048,-0.762119192,0.009168344,0.647371824,6.4891,6.6000
11085,90743,277.73436579,-48.01481193,0.090026106,-0.662852906,-0.743317782,6.4891,6.6000
11086,59984,184.53987824,-3.94877908,-0.994495945,-0.078965030,-0.068864650,6.4893,6.5700
11087,106143,322.49823068,-19.14782724,0.749443657,-0.575105114,-0.328006574,6.4893,6.5700
11088,508,1.51772224,40.41853013,0.761061569,0.020164667,0.648366158,6.4895,6.6500
11089,113829,345.77073618,20.91857477,0.905430868,-0.229601354,0.357040841,6.4895,6.6500
11090,45999,140.71190058,-9.83879831,-0.762588493,0.623906989,-0.170876737,6.4895,6.5100
11091,79492,243.32688535,13.52691100,-0.436447342,-0.868794309,0.233902046,6.4899,6.6800
11092,16156,52.04801874,-35.85342612,0.498469260,0.639114897,-0.585713706,6.4900,6.4900
11093,107054,325.23188350,-34.52022768,0.676827888,-0.469849283,-0.566697151,6.4901,7.9100
11094,7710,24.81433871,14.28555671,0.879605399,0.406701911,0.246754732,6.4901,6.7400
11095,8718,28.04314217,24.11734330,0.805552699,0.429098322,0.408606754,6.4901,6.7400
11096,42562,130.14025955,33.27725230,-0.538952846,0.639115077,0.548690941,6.4901,6.7400
11097,56260,172.98586474,-6.47052813,-0.986193682,0.121336335,-0.112692124,6.4901,6.7400
11098,57720,177.55876215,54.25259980,-0.583682627,0.024884399,0.811600492,6.4901,6.7400
11099,58389,179.58552315,61.46455976,-0.477689761,0.003455661,0.878521799,6.4901,6.7400
11100,59423,182.84180514,-2.69910947,-0.997662200,-0.049523521,-0.047090925,6.4901,6.7400
11101,59658,183.52344844,66.10929364,-0.404227739,-0.024889682,0.914319659,6.4901,6.7400
11102,63420,194.94177149,9.52599964,-0.952865207,-0.254281841,0.165495145,6.4901,6.7400
11103,81445,249.51678778,39.57721997,-0.269716611,-0.722034709,0.637117594,6.4901,6.7400
11104,94067,287.24870262,14.78051678,0.286708163,-0.923425014,0.255116978,6.4901,6.7400
11105,110619,336.14945073,-1.18667508,0.914407126,-0.404265641,-0.020709907,6.4901,6.7400
11106,21966,70.82404088,59.52113460,0.166606903,0.479077005,0.861816317,6.4903,6.5100
11107,63933,196.54270351,29.02922887,-0.838180069,-0.248959921,0.485255736,6.4903,6.5100
11108,14063,45.29747473,40.79658989,0.532517382,0.538075860,0.653375548,6.4904,6.9200
11109,82604,253.30581080,10.87447900,-0.282104945,-0.940651341,0.188658035,6.4904,6.9200
11110,83499,255.98655186,-37.84414308,-0.191221343,-0.766180760,-0.613515640,6.4905,6.4800
11111,9951,32.02368667,-41.88042007,0.631242332,0.394806939,-0.667578160,6.4906,6.5000
11112,10854,34.91990540,-4.34557296,0.817595837,0.570785136,-0.075771862,6.4906,6.5000
11113,14791,47.75307091,64.89626607,0.285240459,0.314059075,0.905541152,6.4906,6.5000
11114,46891,143.32621104,28.36793958,-0.705734566,0.525536281,0.475131919,6.4906,6.5000
11115,63647,195.66842535,59.71630586,-0.485543138,-0.136191351,0.863539100,6.4906,6.5000
11116,94604,288.78321910,83.46274647,0.036658127,-0.107786009,0.993498041,6.4906,6.5000
11117,73637,225.77732087,44.64451837,-0.496221070,-0.509871371,0.702706080,6.4908,6.5900
11118,25011,80.33044515,4.01194832,0.167553982,0.983377156,0.069964502,6.4908,6.4900
11119,26623,84.87850386,-9.70662843,0.087990021,0.981748769,-0.168603413,6.4908,6.4900
11120,76048,232.95928468,-32.88111233,-0.505880059,-0.670333887,-0.542897638,6.4908,6.4900
11121,91707,280.53369591,34.74630688,0.150215075,-0.807836305,0.569943800,6.4908,6.4900
11122,97607,297.57283046,7.90241862,0.458480122,-0.878005398,0.137486358,6.4912,6.4900
11123,101505,308.54159647,20.98518518,0.581755476,-0.730277991,0.358126544,6.4912,6.4900
11124,105607,320.84594703,37.40654464,0.615975873,-0.501555660,0.607466578,6.4913,6.5500
11125,25714,82.35703422,77.97751046,0.027703246,0.206445133,0.978065917,6.4914,6.5300
11126,40177,123.09241167,14.00411753,-0.529763248,0.812890494,0.241991625,6.4914,6.5300
11127,49546,151.74932263,-71.47803117,-0.279829239,0.150361937,-0.948201922,6.4915,6.5800
11128,34083,106.01475664,36.31351065,-0.222304941,0.774516545,0.592203204,6.4922,6.7000
11129,61449,188.88831638,-12.02109007,-0.966325734,-0.151120695,-0.208271724,6.4922,6.7000
11130,66422,204.26172205,67.03631771,-0.355688960,-0.160313738,0.920752339,6.4922,6.7000
11131,97819,298.16299785,-54.97644385,0.270876405,-0.505966696,-0.818916159,6.4924,6.5000
11132,103814,315.55302362,-43.00215190,0.522094237,-0.512111685,-0.682025828,6.4927,6.6400
11133,42239,129.17012737,49.37629117,-0.411243793,0.504771806,0.759001954,6.4931,7.0900
11134,20212,64.97345388,-12.39912769,0.413170992,0.884977320,-0.214720458,6.4933,6.7200
11135,22329,72.14077636,-43.97997956,0.220681059,0.684907895,-0.694406974,6.4933,6.7200
11136,22467,72.52833923,-15.80432895,0.288884420,0.917806987,-0.272352946,6.4933,6.7200
11137,45975,140.63432608,-15.23483815,-0.745944087,0.611977324,-0.262775899,6.4933,6.7200
11138,61544,189.15838623,-39.32629088,-0.763688382,-0.123121380,-0.633735892,6.4933,6.7200
11139,29555,93.41853766,-56.91836280,-0.032547691,0.544862189,-0.837893694,6.4935,6.7700
11140,33961,105.70566279,-16.69936534,-0.259279189,0.922065253,-0.287349910,6.4935,6.7700
11141,52924,162.35697526,-42.36742869,-0.704086051,0.223931308,-0.673882484,6.4935,6.7700
11142,58388,179.58452357,-40.94726196,-0.755293273,0.005477054,-0.655364077,6.4935,6.7700
11143,92682,283.27720578,-18.63683790,0.217619772,-0.922235080,-0.319568604,6.4935,6.7700
11144,117737,358.17032206,-24.98517035,0.905955010,-0.028940519,-0.422383671,6.4935,6.7700
11145,7991,25.65442591,40.37736065,0.686697932,0.329812929,0.647818943,6.4940,6.7100
11146,33817,105.30725194,-25.94871635,-0.237380742,0.867286545,-0.437566489,6.4940,6.7100
11147,29673,93.77508293,-71.70276783,-0.020670233,0.313265388,-0.949440645,6.4941,6.6200
11148,100266,305.06041493,-34.58529793,0.472926028,-0.673894877,-0.567632510,6.4941,6.6200
11149,95099,290.20130225,-4.50250363,0.344253840,-0.935588919,-0.078502658,6.4943,6.8900
11150,73526,225.43020053,-45.82557478,-0.489030266,-0.496429648,-0.717221726,6.4944,8.3600
11151,26070,83.40715326,-3.46317121,0.114603461,0.991573017,-0.060406942,6.4957,6.7500
11152,35517,109.97011336,59.25287421,-0.174607170,0.480508972,0.859432059,6.4957,6.7500
11153,84118,257.95917304,41.73011285,-0.155682213,-0.729869514,0.665622672,6.4957,6.7500
11154,96415,294.03105901,35.21365245,0.332711444,-0.746193264,0.576627009,6.4957,6.7500
11155,4586,14.68247186,-19.63267128,0.911109702,0.238727266,-0.335988696,6.4962,7.1200
11156,14433,46.57134656,11.66528623,0.673251826,0.711231028,0.202193977,6.4962,7.1200
11157,30414,95.92818641,-16.46718916,-0.099045471,0.953853707,-0.283466223,6.4962,6.5700
11158,56519,173.80715024,-60.89455422,-0.483579901,0.052472529,-0.873725994,6.4962,6.5700
11159,75306,230.78972381,-51.73606094,-0.391492325,-0.479841278,-0.785166293,6.4962,6.6800
11160,46994,143.67275590,8.18745879,-0.797435076,0.586358287,0.142412283,6.4963,7.3500
11161,58795,180.88827449,29.67911229,-0.868707672,-0.013468927,0.495141968,6.4963,7.3500
11162,48923,149.70321676,4.80853634,-0.860384952,0.502703575,0.083826307,6.4963,7.1900
11163,94910,289.70170030,19.61047673,0.317568737,-0.886852156,0.335623823,6.4964,6.5000
11164,33754,105.16391046,-9.20296656,-0.258214203,0.952757622,-0.159932298,6.4965,6.4900
11165,21749,70.04588090,40.78901006,0.258380618,0.711667562,0.653275392,6.4969,6.5800
11166,115120,349.76005312,45.13675064,0.694181132,-0.125402618,0.708792452,6.4970,6.5100
11167,26054,83.36417525,32.80117995,0.097133112,0.834924319,0.541725521,6.4972,6.5000
11168,38403,118.01610638,45.93298915,-0.326689713,0.613997539,0.718526864,6.4972,6.5000
11169,79208,242.49657248,-62.96715454,-0.209889417,-0.403134937,-0.890746123,6.4972,6.5000
11170,8271,26.64708246,17.41269607,0.852827392,0.427941048,0.299252233,6.4972,6.5500
11171,76291,233.76909059,1.66921915,-0.590790107,-0.806299284,0.029129249,6.4972,6.5500
11172,109993,334.17089834,29.17325051,0.785919986,-0.380421158,0.487452068,6.4972,6.6700
11173,3637,11.65530519,-30.19093613,0.846531985,0.174619782,-0.502883217,6.4979,6.8100
11174,14345,46.24733109,-74.31981200,0.186902630,0.195222829,-0.962785258,6.4979,6.8100
11175,40940,125.32831765,-14.97588496,-0.558620098,0.788141217,-0.258412477,6.4979,6.8100
11176,68536,210.45572229,40.42004094,-0.656266648,-0.385887781,0.648386233,6.4979,6.8100
11177,91163,278.97829506,72.38025925,0.047239184,-0.298989485,0.953086432,6.4979,6.8100
11178,101647,309.06849017,-12.38123693,0.615590940,-0.758336203,-0.214415478,6.4979,6.8100
11179,105491,320.49440377,-9.32797030,0.761359857,-0.627741539,-0.162085559,6.4979,6.8100
11180,63145,194.07752654,-55.56106226,-0.548543403,-0.137555868,-0.824729361,6.4979,6.8300
11181,70289,215.71624406,-39.62399063,-0.625376857,-0.449647765,-0.637746560,6.4979,6.8300
11182,76422,234.11727760,-66.54539259,-0.233292099,-0.322485084,-0.917375696,6.4979,6.8300
11183,110031,334.29176350,-34.76083996,0.740218768,-0.356374300,-0.570152202,6.4979,6.8300
11184,36623,112.97716937,24.50349083,-0.355206535,0.837742113,0.414748683,6.4979,8.0200
11185,58203,179.05133103,15.72897383,-0.962422846,0.015936674,0.271087234,6.4979,8.0200
11186,73445,225.13217690,-11.87431659,-0.690377456,-0.693570121,-0.205765538,6.4979,8.0200
11187,86084,263.88580187,5.01681643,-0.106102436,-0.990502448,0.087448124,6.4979,8.0200
11188,98190,299.30212075,44.26112130,0.350502428,-0.624533814,0.697929483,6.4979,8.0200
11189,113217,343.91777390,18.87519639,0.909195088,-0.262120164,0.323507823,6.4979,8.0200
11190,115479,350.89637970,40.23381904,0.753798794,-0.120787857,0.645908409,6.4979,8.0200
11191,71577,219.57363122,-49.90112607,-0.496483104,-0.410341822,-0.764934060,6.4982,6.5100
11192,89178,272.99234559,-28.90153481,0.045700800,-0.874257918,-0.483305835,6.4982,6.5100
11193,114237,347.05173687,44.56184825,0.694376716,-0.159649207,0.701678778,6.4982,6.5100
11194,16307,52.55446609,55.37504469,0.345470911,0.451113734,0.822888965,6.4983,7.0500
11195,76982,235.78640222,-13.05631046,-0.547743884,-0.805569339,-0.225908559,6.4986,6.6400
11196,117815,358.41616745,-65.94713392,0.407423672,-0.011265320,-0.913169778,6.4986,6.6400
11197,37695,116.00322803,-67.20203602,-0.169880912,0.348257688,-0.921876921,6.4986,7.6200
11198,41970,128.33275233,-38.37067567,-0.486265374,0.614995646,-0.620746600,6.4987,6.4800
11199,103637,314.96374034,44.99645191,0.499714417,-0.500347307,0.707062992,6.4989,6.6400
11200,1331,4.17643017,-20.21006086,0.935940388,0.068344082,-0.345462988,6.4989,6.5000
11201,92487,282.74437907,-41.06268705,0.166331808,-0.735415982,-0.656884360,6.4989,6.5000
11202,40299,123.44021382,-46.57868404,-0.378779879,0.573573458,-0.726319001,6.4991,6.4900
11203,19504,62.67651811,18.42325276,0.435488256,0.842895264,0.316034100,6.4991,6.6100
11204,50874,155.82312180,-13.37715259,-0.887533532,0.398442956,-0.231359978,6.4991,6.6100
11205,106007,322.05811615,-11.56828006,0.772614828,-0.602371819,-0.200535580,6.4991,6.6100
11206,110355,335.26643355,-62.54829691,0.418710026,-0.192882368,-0.887399744,6.4991,6.6100
11207,19331,62.14115791,-45.86479908,0.325402572,0.615647518,-0.717698613,6.4993,6.5800
11208,54349,166.78479607,-32.58702580,-0.820261552,0.192620262,-0.538580004,6.4993,6.5800
11209,95385,291.05273085,-62.99818413,0.163095788,-0.423713085,-0.890992135,6.4993,6.5800
11210,4809,15.43158967,25.29221892,0.871545267,0.240580619,0.427235080,6.4995,6.7100
11211,50505,154.71645337,44.04832288,-0.649900835,0.306978418,0.695264810,6.4995,6.6600
11212,60880,187.15897433,26.22695945,-0.890057292,-0.111792962,0.441927992,6.4995,6.5200
11213,15884,51.15084494,-51.06265748,0.394221843,0.489452613,-0.777833708,6.5000,6.5000
11214,22923,73.99312904,5.39902417,0.274529271,0.956964208,0.094091357,6.5000,6.5000
11215,41572,127.15016089,-23.07098130,-0.555605669,0.733307099,-0.391871203,6.5000,6.5000
11216,73156,224.26497492,21.55541902,-0.666036030,-0.649162933,0.367400996,6.5000,6.5000
11217,89104,272.77980937,60.40953215,0.023948075,-0.493216148,0.869577093,6.5000,6.5000
11218,103822,315.58732670,39.50903483,0.551113600,-0.539929164,0.636199888,6.5000,6.5000
11219,109079,331.46020228,45.11250393,0.619962101,-0.337169742,0.708493867,6.5000,6.5000
11220,3188,10.13891485,-29.42085913,0.857432817,0.153332959,-0.491220896,6.5001,6.7500
11221,3445,11.01243397,70.82342565,0.322431785,0.062747009,0.944510750,6.5001,6.7500
11222,6736,21.68240150,27.24656774,0.826141194,0.328467611,0.457820658,6.5001,6.7500
11223,33358,104.06885966,17.73713490,-0.231532481,0.923894376,0.304650442,6.5001,6.7500
11224,46553,142.40276359,-58.29912891,-0.416351460,0.320601797,-0.850803120,6.5001,6.7500
11225,55912,171.90684088,-25.86085237,-0.890893876,0.126684453,-0.436187059,6.5001,6.7500
11226,65891,202.60530615,-58.66435568,-0.480097498,-0.199897468,-0.854135466,6.5001,6.7500
11227,78690,240.95764405,17.80277208,-0.462209795,-0.832396732,0.305741370,6.5001,6.7500
11228,91247,279.17546742,15.44808808,0.153697619,-0.951539085,0.266365185,6.5001,6.7500
11229,105439,320.34830790,-51.75261743,0.476636240,-0.395032648,-0.785345212,6.5001,6.7500
11230,115569,351.14970738,63.85340513,0.435422596,-0.067798394,0.897669505,6.5001,6.7500
11231,48436,148.12553584,35.52462212,-0.691140712,0.429769950,0.581052758,6.5004,6.9300
11232,94781,289.28789411,39.02862669,0.256599054,-0.733228482,0.629708598,6.5004,6.9300
11233,105550,320.65423154,-5.63331568,0.769599188,-0.630936919,-0.098161576,6.5004,6.9300
11234,108603,330.01407071,65.43277165,0.360110339,-0.207791903,0.909474062,6.5004,6.9300
11235,113603,345.14330595,45.37480760,0.678982723,-0.180113914,0.711717247,6.5006,6.5100
11236,46526,142.34377000,-43.19025061,-0.577209722,0.445414434,-0.684423056,6.5008,6.6000
11237,71192,218.39810634,65.39542530,-0.326301973,-0.258606198,0.909202869,6.5008,6.6000
11238,70108,215.18785180,26.07553207,-0.734081868,-0.517604732,0.439555631,6.5008,6.7900
11239,37293,114.86242518,-26.86310249,-0.375070560,0.809409867,-0.451860313,6.5008,6.5000
11240,103889,315.74844423,-0.92474450,0.716189704,-0.697719024,-0.016139135,6.5008,6.5000
11241,34234,106.45683412,-10.66007986,-0.278403810,0.942482359,-0.184981947,6.5012,6.5000
11242,59433,182.86924541,-44.28285098,-0.715004266,-0.035835787,-0.698201042,6.5015,6.5900
11243,73383,224.93765231,-43.81133564,-0.510819667,-0.509709155,-0.692285956,6.5015,6.5900
11244,115360,350.49271501,26.60890151,0.881804059,-0.147678653,0.447897999,6.5015,6.5900
11245,18547,59.51310014,34.81396833,0.416532343,0.707501454,0.570913741,6.5022,6.5400
11246,2074,6.55020136,56.77922902,0.544290218,0.062497172,0.836565755,6.5022,6.7100
11247,11611,37.44225026,46.03181475,0.551218272,0.422082629,0.719725414,6.5022,6.7100
11248,22633,73.04395361,31.16416934,0.249551154,0.818490230,0.517491995,6.5022,6.7100
11249,82565,253.15023458,-37.59941563,-0.229657405,-0.758281093,-0.610137083,6.5022,6.7100
11250,101602,308.87069809,69.67983356,0.217931814,-0.270368671,0.937766765,6.5022,6.7100
11251,36515,112.67713002,-37.33936076,-0.306524504,0.733592770,-0.606534727,6.5028,6.6600
11252,29854,94.30333896,-24.07458081,-0.068509777,0.910441236,-0.407925443,6.5033,6.7300
11253,31731,99.58323097,57.19171353,-0.090203909,0.534268432,0.840488249,6.5033,6.7300
11254,34201,106.38637979,-40.64039691,-0.214071116,0.727990137,-0.651309387,6.5033,6.7300
11255,69295,212.75566441,58.54899072,-0.438800450,-0.282307267,0.853086615,6.5033,6.7300
11256,108960,331.12488341,-25.88324169,0.787831500,-0.434460040,-0.436538660,6.5033,6.7300
11257,20953,67.38597613,-26.27586327,0.344789849,0.827733309,-0.442693493,6.5035,6.7800
11258,36961,113.97654636,-23.54870909,-0.372521079,0.837618639,-0.399528549,6.5035,6.7800
11259,57004,175.29374911,-61.14106590,-0.481027484,0.039600493,-0.875810688,6.5035,6.7800
11260,75956,232.70065941,-53.37430604,-0.361518027,-0.474571575,-0.802550021,6.5035,6.7800
11261,89139,272.88324911,25.56119309,0.045377747,-0.900982980,0.431474831,6.5035,6.7800
11262,91369,279.51866821,-14.00478101,0.160453447,-0.956916562,-0.242002861,6.5036,6.4900
11263,11185,36.01147541,42.10229469,0.600161985,0.436226886,0.670456335,6.5040,6.7200
11264,112414,341.53347444,-48.97882255,0.622542358,-0.207895405,-0.754467039,6.5041,6.6300
11265,23957,77.23397149,3.21872413,0.220621691,0.973742006,0.056147790,6.5044,6.5100
11266,67008,205.98893813,-59.23598875,-0.459779342,-0.224139495,-0.859281353,6.5044,6.5100
11267,108348,329.25927160,48.66856607,0.567618428,-0.337573127,0.750901927,6.5044,6.5100
11268,107036,325.16288534,54.32470149,0.478671167,-0.333145185,0.812335029,6.5057,8.5300
11269,114114,346.66319302,10.54336037,0.956602928,-0.226780313,0.182979582,6.5057,8.5300
11270,42537,130.07519009,1.92016959,-0.643430847,0.764770571,0.033507009,6.5057,6.7600
11271,48512,148.40420175,34.98381492,-0.697863314,0.429257832,0.573345017,6.5057,6.7600
11272,116085,352.84253653,59.16551699,0.508565596,-0.063863226,0.858651572,6.5057,6.7600
